Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2000,2000,°C,1.664,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2001,2001,°C,0.808,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2002,2002,°C,0.368,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2003,2003,°C,0.86,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2004,2004,°C,1.847,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2005,2005,°C,0.836,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2006,2006,°C,1.16,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2007,2007,°C,1.194,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2008,2008,°C,0.128,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2009,2009,°C,0.586,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2010,2010,°C,0.991,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2011,2011,°C,0.561,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2012,2012,°C,2.388,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2013,2013,°C,-0.225,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2014,2014,°C,0.672,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2015,2015,°C,1.718,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2016,2016,°C,2.211,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2017,2017,°C,1.466,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2018,2018,°C,1.279,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2019,2019,°C,1.065,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2020,2020,°C,1.321,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7017,Mar–Apr–May,2021,2021,°C,1.01,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1961,1961,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1962,1962,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1963,1963,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1964,1964,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1965,1965,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1966,1966,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1967,1967,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1968,1968,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1969,1969,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1970,1970,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1971,1971,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1972,1972,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1973,1973,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1974,1974,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1975,1975,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1976,1976,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1977,1977,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1978,1978,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1979,1979,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1980,1980,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1981,1981,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1982,1982,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1983,1983,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1984,1984,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1985,1985,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1986,1986,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1987,1987,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1988,1988,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1989,1989,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1990,1990,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1991,1991,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1992,1992,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1993,1993,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1994,1994,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1995,1995,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1996,1996,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1997,1997,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1998,1998,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,1999,1999,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2000,2000,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2001,2001,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2002,2002,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2003,2003,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2004,2004,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2005,2005,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2006,2006,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2007,2007,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2008,2008,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2009,2009,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2010,2010,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2011,2011,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2012,2012,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2013,2013,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2014,2014,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2015,2015,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2016,2016,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2017,2017,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2018,2018,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2019,2019,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2020,2020,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7017,Mar–Apr–May,2021,2021,°C,0.445,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1961,1961,°C,0.076,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1962,1962,°C,-0.203,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1963,1963,°C,-0.109,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1964,1964,°C,-0.145,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1965,1965,°C,-0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1966,1966,°C,-0.058,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1967,1967,°C,-0.314,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1968,1968,°C,-0.142,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1969,1969,°C,-0.084,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1970,1970,°C,0.168,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1971,1971,°C,-0.078,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1972,1972,°C,-0.195,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1973,1973,°C,-0.006,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1974,1974,°C,-0.149,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1975,1975,°C,-0.265,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1976,1976,°C,-0.364,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1977,1977,°C,0.597,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1978,1978,°C,0.143,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1979,1979,°C,-0.123,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1980,1980,°C,0.46,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1981,1981,°C,0.275,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1982,1982,°C,-0.326,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1983,1983,°C,0.371,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1984,1984,°C,0.18,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1985,1985,°C,-0.176,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1986,1986,°C,0.244,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1987,1987,°C,0.336,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1988,1988,°C,0.882,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1989,1989,°C,0.183,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1990,1990,°C,0.534,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1991,1991,°C,0.355,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1992,1992,°C,-0.668,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1993,1993,°C,-0.101,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1994,1994,°C,0.566,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1995,1995,°C,0.325,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1996,1996,°C,0.3,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1997,1997,°C,0.221,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1998,1998,°C,0.633,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,1999,1999,°C,0.355,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2000,2000,°C,0.404,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2001,2001,°C,0.662,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2002,2002,°C,0.88,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2003,2003,°C,0.758,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2004,2004,°C,0.145,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2005,2005,°C,0.845,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2006,2006,°C,0.963,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2007,2007,°C,1.06,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2008,2008,°C,0.228,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2009,2009,°C,0.028,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2010,2010,°C,0.883,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2011,2011,°C,1.037,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2012,2012,°C,1.097,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2013,2013,°C,0.863,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2014,2014,°C,0.264,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2015,2015,°C,0.837,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2016,2016,°C,1.338,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2017,2017,°C,0.845,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2018,2018,°C,1.153,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2019,2019,°C,0.937,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2020,2020,°C,1.178,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7018,Jun–Jul–Aug,2021,2021,°C,1.309,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1961,1961,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1962,1962,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1963,1963,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1964,1964,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1965,1965,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1966,1966,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1967,1967,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1968,1968,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1969,1969,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1970,1970,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1971,1971,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1972,1972,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1973,1973,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1974,1974,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1975,1975,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1976,1976,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1977,1977,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1978,1978,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1979,1979,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1980,1980,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1981,1981,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1982,1982,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1983,1983,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1984,1984,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1985,1985,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1986,1986,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1987,1987,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1988,1988,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1989,1989,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1990,1990,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1991,1991,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1992,1992,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1993,1993,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1994,1994,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1995,1995,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1996,1996,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1997,1997,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1998,1998,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,1999,1999,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2000,2000,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2001,2001,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2002,2002,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2003,2003,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2004,2004,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2005,2005,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2006,2006,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2007,2007,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2008,2008,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2009,2009,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2010,2010,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2011,2011,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2012,2012,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2013,2013,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2014,2014,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2015,2015,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2016,2016,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2017,2017,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2018,2018,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2019,2019,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2020,2020,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7018,Jun–Jul–Aug,2021,2021,°C,0.283,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1961,1961,°C,-0.518,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1962,1962,°C,0.448,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1963,1963,°C,1.06,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1964,1964,°C,-0.025,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1965,1965,°C,0.101,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1966,1966,°C,-0.01,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1967,1967,°C,-0.075,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1968,1968,°C,-0.201,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1969,1969,°C,-0.199,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1970,1970,°C,-0.516,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1971,1971,°C,-0.032,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1972,1972,°C,-0.643,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1973,1973,°C,0.297,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7019,Sep–Oct–Nov,1974,1974,°C,-0.403,Fc,Calculated data
